Accuracy,Precision,Recall,F1 Score,Subject,Model,n_estimators,C,kernel
0.7627118644067796,0.7964671348483952,0.7627118644067796,0.7474831455958622,subject_01.csv,SVM,,0.1,rbf
0.7888198757763976,0.736554786597549,0.7888198757763976,0.746978522119056,subject_02.csv,SVM,,0.1,rbf
0.8886198547215496,0.9191589089578351,0.8886198547215496,0.8915674261770239,subject_03.csv,SVM,,0.1,rbf
0.9052863436123348,0.9174400830984901,0.9052863436123348,0.9103048009649902,subject_04.csv,SVM,,0.1,rbf
0.9622641509433962,0.9655813829384683,0.9622641509433962,0.962664032544918,subject_05.csv,SVM,,0.1,rbf
0.8753056234718827,0.8888764179179945,0.8753056234718827,0.8764019254396453,subject_06.csv,SVM,,0.1,rbf
0.49909255898366606,0.5270356683515796,0.49909255898366606,0.49234689356051964,subject_07.csv,SVM,,0.1,rbf
0.8891509433962265,0.9360573630047245,0.8891509433962265,0.9000541646298469,subject_08.csv,SVM,,0.1,rbf
0.9724137931034482,0.9752525556092738,0.9724137931034482,0.9734957993913375,subject_09.csv,SVM,,0.1,rbf
0.8809523809523809,0.90817847661282,0.8809523809523809,0.8848540595809172,subject_10.csv,SVM,,0.1,rbf
0.28398058252427183,0.23850618416571953,0.28398058252427183,0.2437942803269672,subject_11.csv,SVM,,0.1,rbf
0.8729508196721312,0.892314177355161,0.8729508196721312,0.8787296744298274,subject_12.csv,SVM,,0.1,rbf
0.873546511627907,0.9333424410158607,0.873546511627907,0.8945599773130172,subject_13.csv,SVM,,0.1,rbf
0.7740384615384616,0.7997616658698257,0.7740384615384616,0.7690155284649044,subject_14.csv,SVM,,0.1,rbf
0.8065268065268065,0.8418394029677072,0.8065268065268065,0.8086982962902552,subject_15.csv,SVM,,0.1,rbf
0.9155555555555556,0.9278198325018159,0.9155555555555556,0.9188291271801244,subject_16.csv,SVM,,0.1,rbf
0.8760683760683761,0.895317881974179,0.8760683760683761,0.8807159915699543,subject_17.csv,SVM,,0.1,rbf
0.9103869653767821,0.940071135704177,0.9103869653767821,0.9147728042036125,subject_18.csv,SVM,,0.1,rbf
0.8333333333333334,0.8856661842707815,0.8333333333333334,0.8460484931691625,subject_19.csv,SVM,,0.1,rbf
0.9359504132231405,0.9582290829780935,0.9359504132231405,0.9451157199760686,subject_20.csv,SVM,,0.1,rbf
0.851258581235698,0.8742862898207373,0.851258581235698,0.858418357339835,subject_21.csv,SVM,,0.1,rbf
0.5460829493087558,0.6064588690020916,0.5460829493087558,0.546271288539464,subject_22.csv,SVM,,0.1,rbf
0.9002079002079002,0.9193502880800118,0.9002079002079002,0.9064049046979056,subject_23.csv,SVM,,0.1,rbf
0.8977035490605428,0.9059135900260098,0.8977035490605428,0.8972124524565598,subject_24.csv,SVM,,0.1,rbf
0.8561643835616438,0.899773719559031,0.8561643835616438,0.8744611453769322,subject_25.csv,SVM,,0.1,rbf
0.7972027972027972,0.8127226346167116,0.7972027972027972,0.7937569181460664,subject_26.csv,SVM,,0.1,rbf
0.9044444444444445,0.9374402072715555,0.9044444444444445,0.9149044203800907,subject_27.csv,SVM,,0.1,rbf
0.8614958448753463,0.8843690745801959,0.8614958448753463,0.8682651987622929,subject_28.csv,SVM,,0.1,rbf
0.7293064876957495,0.7617376764758947,0.7293064876957495,0.7201864801155045,subject_29.csv,SVM,,0.1,rbf
0.21741894469167197,0.14955380652506345,0.21741894469167197,0.14159135847632198,subject_30.csv,SVM,,0.1,rbf
0.8051282051282052,0.8477879466956609,0.8051282051282052,0.8206028516723943,subject_31.csv,SVM,,0.1,rbf
0.9865384615384616,0.9870586287424358,0.9865384615384616,0.9864736656499887,subject_32.csv,SVM,,0.1,rbf
0.927400468384075,0.9551749953618683,0.927400468384075,0.9369673983523139,subject_33.csv,SVM,,0.1,rbf
0.9705304518664047,0.9803400459011188,0.9705304518664047,0.974509482988086,subject_34.csv,SVM,,0.1,rbf
0.9350961538461539,0.9473127099092717,0.9350961538461539,0.9401924643174842,subject_35.csv,SVM,,0.1,rbf
0.9287531806615776,0.9425455982525173,0.9287531806615776,0.9308334346679812,subject_36.csv,SVM,,0.1,rbf
