Accuracy,Precision,Recall,F1 Score,Subject,Model,n_estimators,C,kernel
0.760593220338983,0.8011785977232772,0.760593220338983,0.7469765875937812,subject_01.csv,SVM,,1,linear
0.8033126293995859,0.7746551926911385,0.8033126293995859,0.7715322778041984,subject_02.csv,SVM,,1,linear
0.9007263922518159,0.9357987170214774,0.9007263922518159,0.9088118966981957,subject_03.csv,SVM,,1,linear
0.8898678414096917,0.907208417152085,0.8898678414096917,0.8971448165969346,subject_04.csv,SVM,,1,linear
0.9504716981132075,0.9579912403852334,0.9504716981132075,0.9511164501643792,subject_05.csv,SVM,,1,linear
0.8655256723716381,0.8804621706466775,0.8655256723716381,0.8624407579605311,subject_06.csv,SVM,,1,linear
0.44646098003629764,0.4907592215156699,0.44646098003629764,0.4566815660037679,subject_07.csv,SVM,,1,linear
0.8797169811320755,0.9194670182939796,0.8797169811320755,0.8906551771318953,subject_08.csv,SVM,,1,linear
0.967816091954023,0.9714613889015126,0.967816091954023,0.9690377696620804,subject_09.csv,SVM,,1,linear
0.8614718614718615,0.9181251241910847,0.8614718614718615,0.8702213234424007,subject_10.csv,SVM,,1,linear
0.2815533980582524,0.2406962513526274,0.2815533980582524,0.24470622039283182,subject_11.csv,SVM,,1,linear
0.8831967213114754,0.899083742197107,0.8831967213114754,0.8894451252850661,subject_12.csv,SVM,,1,linear
0.8517441860465116,0.9008816469602021,0.8517441860465116,0.8663691933810225,subject_13.csv,SVM,,1,linear
0.7644230769230769,0.8017310722414573,0.7644230769230769,0.7542505784581578,subject_14.csv,SVM,,1,linear
0.8018648018648019,0.851708087939972,0.8018648018648019,0.8025629446529151,subject_15.csv,SVM,,1,linear
0.9133333333333333,0.9253863790575222,0.9133333333333333,0.915083620257986,subject_16.csv,SVM,,1,linear
0.8803418803418803,0.9016093620863099,0.8803418803418803,0.8841365946146285,subject_17.csv,SVM,,1,linear
0.8533604887983707,0.904203186993644,0.8533604887983707,0.8622106506720453,subject_18.csv,SVM,,1,linear
0.8679653679653679,0.9093029644190155,0.8679653679653679,0.8832650900099238,subject_19.csv,SVM,,1,linear
0.9338842975206612,0.9598194657153497,0.9338842975206612,0.9448011744448291,subject_20.csv,SVM,,1,linear
0.8558352402745996,0.8678933070214186,0.8558352402745996,0.8590907587590499,subject_21.csv,SVM,,1,linear
0.5184331797235023,0.5757419385904674,0.5184331797235023,0.5120437708727164,subject_22.csv,SVM,,1,linear
0.8918918918918919,0.9251211827321149,0.8918918918918919,0.9036489140808637,subject_23.csv,SVM,,1,linear
0.906054279749478,0.9191252679279858,0.906054279749478,0.9036816851954828,subject_24.csv,SVM,,1,linear
0.867579908675799,0.8986262677303364,0.867579908675799,0.8808223683861205,subject_25.csv,SVM,,1,linear
0.7855477855477856,0.8053319549932235,0.7855477855477856,0.7842990002327193,subject_26.csv,SVM,,1,linear
0.88,0.9376973866614442,0.88,0.9026793905403734,subject_27.csv,SVM,,1,linear
0.8559556786703602,0.8800215803528115,0.8559556786703602,0.8635552720402363,subject_28.csv,SVM,,1,linear
0.7404921700223713,0.7773694567485242,0.7404921700223713,0.7398380249251038,subject_29.csv,SVM,,1,linear
0.21424030514939607,0.14277744372217696,0.21424030514939607,0.13737212412217198,subject_30.csv,SVM,,1,linear
0.8358974358974359,0.8656229727548338,0.8358974358974359,0.8466098055503413,subject_31.csv,SVM,,1,linear
0.9807692307692307,0.9868415806754222,0.9807692307692307,0.9836157965477875,subject_32.csv,SVM,,1,linear
0.882903981264637,0.9408558557567198,0.882903981264637,0.9062975087085121,subject_33.csv,SVM,,1,linear
0.9351669941060904,0.9742306865812155,0.9351669941060904,0.9521955579265211,subject_34.csv,SVM,,1,linear
0.9254807692307693,0.9487800471528393,0.9254807692307693,0.9350035277572307,subject_35.csv,SVM,,1,linear
0.926208651399491,0.9429879272789765,0.926208651399491,0.9294247629850017,subject_36.csv,SVM,,1,linear
