Accuracy,Precision,Recall,F1 Score,Subject,Model,n_estimators,C,kernel
0.760593220338983,0.7994563985701719,0.760593220338983,0.7475859399631584,subject_01.csv,SVM,,0.1,linear
0.8012422360248447,0.7771598081388443,0.8012422360248447,0.7723349802632943,subject_02.csv,SVM,,0.1,linear
0.8886198547215496,0.9277321825133955,0.8886198547215496,0.8961662654813976,subject_03.csv,SVM,,0.1,linear
0.8920704845814978,0.909201326061654,0.8920704845814978,0.8993879205314793,subject_04.csv,SVM,,0.1,linear
0.9528301886792453,0.9584807132245077,0.9528301886792453,0.9534059472318372,subject_05.csv,SVM,,0.1,linear
0.8655256723716381,0.8818306202297965,0.8655256723716381,0.8637685056171024,subject_06.csv,SVM,,0.1,linear
0.4573502722323049,0.4925402931424011,0.4573502722323049,0.46405343380170416,subject_07.csv,SVM,,0.1,linear
0.8797169811320755,0.9212841252670512,0.8797169811320755,0.8903430258337681,subject_08.csv,SVM,,0.1,linear
0.9632183908045977,0.96926258164975,0.9632183908045977,0.9654699647230086,subject_09.csv,SVM,,0.1,linear
0.8679653679653679,0.9241844645158191,0.8679653679653679,0.8809143187888022,subject_10.csv,SVM,,0.1,linear
0.2809466019417476,0.2404298285673929,0.2809466019417476,0.24430010169682087,subject_11.csv,SVM,,0.1,linear
0.8811475409836066,0.8967166691579525,0.8811475409836066,0.8875093637607063,subject_12.csv,SVM,,0.1,linear
0.8459302325581395,0.9113006665428968,0.8459302325581395,0.8643746391005096,subject_13.csv,SVM,,0.1,linear
0.7668269230769231,0.8098609433512377,0.7668269230769231,0.7607069039856978,subject_14.csv,SVM,,0.1,linear
0.7972027972027972,0.8464556635840914,0.7972027972027972,0.7969386786541003,subject_15.csv,SVM,,0.1,linear
0.9155555555555556,0.9286037778919134,0.9155555555555556,0.917960702865199,subject_16.csv,SVM,,0.1,linear
0.8803418803418803,0.9044772199920936,0.8803418803418803,0.8856944582252283,subject_17.csv,SVM,,0.1,linear
0.8594704684317719,0.9116369023157506,0.8594704684317719,0.870944948695037,subject_18.csv,SVM,,0.1,linear
0.8593073593073594,0.9028912997392898,0.8593073593073594,0.8742024348633789,subject_19.csv,SVM,,0.1,linear
0.9359504132231405,0.9621568761622643,0.9359504132231405,0.9471931393064512,subject_20.csv,SVM,,0.1,linear
0.8604118993135011,0.8773562691513004,0.8604118993135011,0.8657797419069161,subject_21.csv,SVM,,0.1,linear
0.5138248847926268,0.5646157374445478,0.5138248847926268,0.5100072862581231,subject_22.csv,SVM,,0.1,linear
0.896049896049896,0.9262253125245623,0.896049896049896,0.9068851808197218,subject_23.csv,SVM,,0.1,linear
0.906054279749478,0.9182679880939163,0.906054279749478,0.9039510935803153,subject_24.csv,SVM,,0.1,linear
0.863013698630137,0.898563867683128,0.863013698630137,0.8784119887767197,subject_25.csv,SVM,,0.1,linear
0.7832167832167832,0.8087630760044553,0.7832167832167832,0.7846676333527416,subject_26.csv,SVM,,0.1,linear
0.8844444444444445,0.9443738966969308,0.8844444444444445,0.9035142995136358,subject_27.csv,SVM,,0.1,linear
0.8476454293628809,0.870942678718958,0.8476454293628809,0.855171721922864,subject_28.csv,SVM,,0.1,linear
0.738255033557047,0.7732830006265815,0.738255033557047,0.7353358772850911,subject_29.csv,SVM,,0.1,linear
0.21360457724094087,0.14584492564298895,0.21360457724094087,0.13693264016806625,subject_30.csv,SVM,,0.1,linear
0.8307692307692308,0.8642056376210022,0.8307692307692308,0.8433197928119761,subject_31.csv,SVM,,0.1,linear
0.9769230769230769,0.9850485681772857,0.9769230769230769,0.9806814713909833,subject_32.csv,SVM,,0.1,linear
0.8852459016393442,0.943725655410571,0.8852459016393442,0.9094873118693984,subject_33.csv,SVM,,0.1,linear
0.93713163064833,0.9778185961727288,0.93713163064833,0.9546924891031446,subject_34.csv,SVM,,0.1,linear
0.9278846153846154,0.9530861246014294,0.9278846153846154,0.9387132967466904,subject_35.csv,SVM,,0.1,linear
0.926208651399491,0.9431335028807653,0.926208651399491,0.9287964075617988,subject_36.csv,SVM,,0.1,linear
